id,county,classify,project_type,title,zbkzj,kbjj,k1,k2,numbers_bidders,publish_time,source_website_address,trade_method
ah-huainan-b1f04b83-f8b8-40dc-b2a7-bf94b8e07f7b,寿县,工程建设,建筑工程,寿县迎河镇多村（街）联建产业振兴基地工程,5344218.27,4575719.69,0.4,0.9,388,2021-10-13,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211108/b1f04b83-f8b8-40dc-b2a7-bf94b8e07f7b.html,公开招标
ah-huainan-b4b17bb4-a12b-4c83-91e2-e2372a166633-1KB,,工程建设,建筑工程,三觉学校教学楼,8180000.0,7487783.68,0.5,0.95,184,2023-06-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/b4b17bb4-a12b-4c83-91e2-e2372a166633-1KB.html,
ah-huainan-b5937a7d-0f8e-4d50-b846-32ca0696d62f-1KB,市级,工程建设,建筑工程,淮南市大通工业园区承接长三角一体化产业园项目初步设计,3200000.0,2880000.0,0.0,,8,2023-04-03,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230403/b5937a7d-0f8e-4d50-b846-32ca0696d62f-1KB.html,公开招标
ah-huainan-b72a979f-1759-453b-ba92-a2c9017a2ffe,,工程建设,,寿县寿春镇（宾阳南扩小区、寿滨小区、寿西湖小区等小区）消防维修改造工程,2678025.12,2659889.36,,,3,2021-07-21,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/b72a979f-1759-453b-ba92-a2c9017a2ffe.html,邀请招标
ah-huainan-b7da44fa-2082-4558-8adf-56d389b16690,寿县,工程建设,公路工程,寿县三觉镇张墩-石坝桥路改造项目,6375750.82,5606252.27,0.5,0.92,445,2021-09-24,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211111/b7da44fa-2082-4558-8adf-56d389b16690.html,公开招标
ah-huainan-b88f4ba7-c2d2-452d-85d6-b247db171404-1KB,寿县,工程建设,公路工程,寿县双桥镇2023年农村公路提质改造项目,5223013.19,4674363.09,-8.2,-12.8,301,2023-05-25,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/b88f4ba7-c2d2-452d-85d6-b247db171404-1KB.html,公开招标
ah-huainan-b9d796e1-5ecd-49d1-8b52-2eb7eb17401a-1KB,市级,工程建设,建筑工程,淮南市烈士陵园二期建设施工项目,8000000.0,6533226.29,0.0,,78,2022-12-26,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221226/b9d796e1-5ecd-49d1-8b52-2eb7eb17401a-1KB.html,公开招标
ah-huainan-ba37d0c3-6d69-4156-ad53-37ba130af809-1KB,寿县,工程建设,建筑工程,2023年教育维修项目第三标段,2085149.26,1942316.54,0.6,0.96,179,2023-06-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/ba37d0c3-6d69-4156-ad53-37ba130af809-1KB.html,公开招标
ah-huainan-bba755bf-aac9-4f26-8022-4b07fd33fc1d-1KB,,工程建设,建筑工程,保义镇多村联建产业园,16795700.0,15569642.07,0.5,0.96,233,2023-07-05,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230705/bba755bf-aac9-4f26-8022-4b07fd33fc1d-1KB.html,
ah-huainan-bbefbce2-668d-4d4c-a777-ba367f511fe5-1KB,寿县,工程建设,建筑工程,新桥科创产业园（标准化厂房）三期项目工程施工,367918778.29,331130579.67,,,80,2023-06-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/bbefbce2-668d-4d4c-a777-ba367f511fe5-1KB.html,公开招标
ah-huainan-bc737f7a-bd8b-4851-90df-2a7f5608a2a4-1KB,寿县,工程建设,市政公用工程,寿县县医院南区及配套设施（一标段）建设项目,27586573.96,24688749.2,-8.4,-9.0,54,2022-12-01,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221201/bc737f7a-bd8b-4851-90df-2a7f5608a2a4-1KB.html,公开招标
ah-huainan-bd2fa127-d274-40e7-bf8d-1c138ce93ef2-1KB,寿县,工程建设,,新桥科创产业园（标准化厂房）二期电梯项目,8834450.0,7932200.0,-10.0,-9.8,34,2023-06-07,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230607/bd2fa127-d274-40e7-bf8d-1c138ce93ef2-1KB.html,公开招标
ah-huainan-bfa7f5cf-adf6-4f2e-a388-01490d6a19f8-1KB,寿县,工程建设,建筑工程,双桥镇乡村振兴产业基地（二期）,45342093.64,41168562.5,-10.4,-5.2,92,2023-03-06,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230306/bfa7f5cf-adf6-4f2e-a388-01490d6a19f8-1KB.html,公开招标
ah-huainan-bfc6a575-f8a7-4fa7-a1dc-59cc8f647e5e-1KB,寿县,工程建设,建筑工程,寿县县医院肿瘤中心大楼装饰工程,20069466.51,17496199.66,-14.0,-11.2,91,2022-11-01,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221101/bfc6a575-f8a7-4fa7-a1dc-59cc8f647e5e-1KB.html,公开招标
ah-huainan-c3a0bddb-c87d-49b8-bd07-45d18fa07de8-1KB,市级,工程建设,建筑工程,淮南市西部门户区B-02-04地块设计项目,3900000.0,3510000.0,,,7,2022-12-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221219/c3a0bddb-c87d-49b8-bd07-45d18fa07de8-1KB.html,公开招标
ah-huainan-c560d179-9d22-4c17-a486-587dcabb83e0-1KB,,工程建设,建筑工程,寿县民政局寿州社会福利中心消防改造提升项目,4547000.83,4178184.5,0.45,0.96,63,2023-06-29,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230629/c560d179-9d22-4c17-a486-587dcabb83e0-1KB.html,
ah-huainan-c5cd306d-cd0b-4789-85c3-fce453d36983-1KB,寿县,工程建设,公路工程,2023年众兴镇农村公路提质改造工程第一标段,3665524.08,3205354.19,0.45,0.92,141,2023-03-30,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230330/c5cd306d-cd0b-4789-85c3-fce453d36983-1KB.html,公开招标
ah-huainan-c8a0a755-fd7d-456c-8614-b725d1dfc606-1KB,市级,工程建设,建筑工程,北京师范大学淮南实验学校项目南区工程施工,470000000.0,408776523.87,,,32,2023-04-04,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230424/c8a0a755-fd7d-456c-8614-b725d1dfc606-1KB.html,公开招标
ah-huainan-c8b7e006-8aed-4d72-af6e-8fd7b5b0b786,,工程建设,水利水电工程,寿县2021年度高标准农田建设项目（第三批）第20标段,8298499.36,7878595.29,0.3,-2.0,504,2021-09-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/c8b7e006-8aed-4d72-af6e-8fd7b5b0b786.html,公开招标
ah-huainan-c965e178-6709-49fc-818b-5857aa8ef596-1KB,寿县,工程建设,建筑工程,2023年教育维修项目第二标段,2460691.78,2298532.19,0.6,0.96,179,2023-06-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/c965e178-6709-49fc-818b-5857aa8ef596-1KB.html,公开招标
ah-huainan-ca3896fc-4e00-4608-8e60-a29dd33c57ba-1KB,,工程建设,水利水电工程,隐贤镇青龙村姚祠村泵站项目,5672298.07,5204787.26,0.2,,180,2023-07-04,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230704/ca3896fc-4e00-4608-8e60-a29dd33c57ba-1KB.html,
ah-huainan-caae36cd-0c5c-44f3-bfd2-86680e34867f-1KB,,工程建设,建筑工程,凤台县2023年义务教育薄弱环节改善与能力提升项目,7040000.0,6151293.26,,,1130,2023-07-04,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230704/caae36cd-0c5c-44f3-bfd2-86680e34867f-1KB.html,
ah-huainan-cf0f7f8c-0a06-42f8-9b30-586f5413f64a-1KB,市级,工程建设,建筑工程,淮南港皖江物流综合码头工程（陆域工程—二标段）,18230000.0,16193849.85,0.0,,49,2023-05-04,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230504/cf0f7f8c-0a06-42f8-9b30-586f5413f64a-1KB.html,公开招标
ah-huainan-d188adc5-539a-40de-a4c7-777431dd9933-1KB,寿县,工程建设,公路工程,合周高速公路双门至杨仙、双门至张李连接线工程（双门至杨仙、张李农村公路提升改造工程）第一标段,41444971.06,36669629.7,,,284,2023-02-23,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230223/d188adc5-539a-40de-a4c7-777431dd9933-1KB.html,公开招标
ah-huainan-d21235e8-4caa-49a3-8c7f-d689071f2828-1KB,寿县,工程建设,,安丰镇梧桐新村二期电梯工程,13640000.0,11853100.0,-13.0,-14.6,30,2023-02-10,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230210/d21235e8-4caa-49a3-8c7f-d689071f2828-1KB.html,公开招标
ah-huainan-d273b8da-6fb1-4140-b75f-bb904f60f1d7-1KB,市级,工程建设,水利水电工程,淮南市潘集区泥河流域山水林田湖草生态保护修复工程（漫水桥段）,21270000.0,20966124.0,0.5,,83,2023-01-10,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230110/d273b8da-6fb1-4140-b75f-bb904f60f1d7-1KB.html,公开招标
ah-huainan-d2f12509-b3a4-4971-96b9-f130fbc55ad4-1KB,寿县,工程建设,市政公用工程,寿县窑口镇康园小区外市政工程项目,4790226.95,4436708.21,0.4,0.98,145,2022-10-08,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221008/d2f12509-b3a4-4971-96b9-f130fbc55ad4-1KB.html,公开招标
ah-huainan-d4d366ba-abc7-4820-9a03-e930277bb3e5-1KB,市级,工程建设,建筑工程,淮南市精神卫生社会福利中心建设项目,49700000.0,44804560.62,0.0,,62,2022-12-08,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221208/d4d366ba-abc7-4820-9a03-e930277bb3e5-1KB.html,公开招标
ah-huainan-d58defee-c935-4b2b-be6b-124c3233f291-1KB,寿县,工程建设,建筑工程,寿县城乡公交一体化改造工程项目前期服务总承包第二标段,2000000.0,1795000.0,,,5,2022-10-31,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221031/d58defee-c935-4b2b-be6b-124c3233f291-1KB.html,公开招标
ah-huainan-d5c8b9d7-0d00-40c2-a7fd-e4b8906d92db-1KB,,工程建设,工程设计类,淮南经济开发区东部路网（一期）工程项目勘察设计,6000000.0,5105000.0,,,13,2023-01-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230109/d5c8b9d7-0d00-40c2-a7fd-e4b8906d92db-1KB.html,公开招标
ah-huainan-d63b70ae-b3d8-4973-a2a6-1e430c96eb29-1KB,,工程建设,建筑工程,顾桥镇乡村振兴农民返乡园建设项目,5800000.0,5413779.62,0.0,,50,2023-07-12,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012003/20230712/d63b70ae-b3d8-4973-a2a6-1e430c96eb29-1KB.html,
ah-huainan-d65d1868-dd7d-4bbc-b23f-5f4ca03192f2-1KB,市级,工程建设,建筑工程,淮南高新区青桐苑北区、中区、南区及附属配套项目工程总承包（EPC）,1795522687.62,1734950076.92,0.0,,25,2023-05-15,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230515/d65d1868-dd7d-4bbc-b23f-5f4ca03192f2-1KB.html,公开招标
ah-huainan-d6b8ed02-df35-497a-820a-7b0c484cd8c7-1KB,寿县,工程建设,建筑工程,2023年教育维修项目第一标段,2473043.39,2311800.85,0.6,0.96,178,2023-06-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230619/d6b8ed02-df35-497a-820a-7b0c484cd8c7-1KB.html,公开招标
ah-huainan-d6c37448-12db-481f-a601-eef27e5878d6-1KB,寿县,工程建设,,中共寿县县委党校维修改建项目（设计）,650000.0,586000.0,,,11,2023-02-21,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230221/d6c37448-12db-481f-a601-eef27e5878d6-1KB.html,公开招标
ah-huainan-da55a295-1ffb-46ad-aeb0-221c4390e0f7-1KB,,工程建设,建筑工程,淮南市谢家集区蔡楚产业园基础设施建设项目设计-采购-施工(EPC)总承包,640000000.0,614336000.0,,,17,2022-12-14,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221214/da55a295-1ffb-46ad-aeb0-221c4390e0f7-1KB.html,公开招标
ah-huainan-dd148ba8-6f0a-4546-b8f7-8eb4f8aa9bae-1KB,寿县,工程建设,建筑工程,安徽新桥商业综合体项目（暂定名）前期服务总承包项目,4500000.0,3820000.0,,,13,2023-04-18,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230418/dd148ba8-6f0a-4546-b8f7-8eb4f8aa9bae-1KB.html,公开招标
ah-huainan-de7147b9-6711-43dc-9f3a-5dd3567174bc-1KB,寿县,工程建设,建筑工程,淮南市寿县古城紫城街改造项目,3761769.13,3262206.2,0.45,0.95,153,2023-01-03,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230103/de7147b9-6711-43dc-9f3a-5dd3567174bc-1KB.html,公开招标
ah-huainan-e066aed3-f301-42be-88ad-a6d96d8b085f,寿县,工程建设,水利水电工程,寿县2021年度高标准农田建设项目（第三批）第23标段,8298499.36,7878595.29,0.3,-2.0,504,2021-09-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211102/e066aed3-f301-42be-88ad-a6d96d8b085f.html,公开招标
ah-huainan-e1637c92-c359-4330-a70b-4e5a62b261ea-1KB,寿县,工程建设,建筑工程,丰庄镇多村联建工厂生态化甲鱼养殖基地建设工程,6748419.73,6251398.62,0.45,0.97,179,2023-05-18,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230518/e1637c92-c359-4330-a70b-4e5a62b261ea-1KB.html,公开招标
ah-huainan-e16f7d15-490e-4098-b14b-f3e1d997fb6f-1KB,,工程建设,建筑工程,隐贤中学教师周转宿舍和马集学校教师周转宿舍第二标段,2519992.25,2337292.81,0.5,0.96,181,2023-06-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/e16f7d15-490e-4098-b14b-f3e1d997fb6f-1KB.html,
ah-huainan-e2eb7a6f-abce-4428-bb65-ab3675c8f3dc-1KB,寿县,工程建设,建筑工程,寿县炎刘镇中心卫生院手术室及ICU装饰装修工程项目,2650399.72,2555016.25,0.4,0.96,110,2022-12-30,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221230/e2eb7a6f-abce-4428-bb65-ab3675c8f3dc-1KB.html,公开招标
ah-huainan-e3fa9662-8d69-410a-bbb6-e6d061883e47-1KB,寿县,工程建设,水利水电工程,寿县县域区域规模化供水（城乡供水一体化）工程初步设计,22060000.0,21830000.0,0.0,,9,2023-03-09,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230309/e3fa9662-8d69-410a-bbb6-e6d061883e47-1KB.html,公开招标
ah-huainan-e5ea1228-f9b4-4e54-9e05-43fbee6f2ed9-1KB,寿县,工程建设,,寿县2023年高标准农田建设初步设计项目第二标段,1.1,1.05,,,19,2022-12-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20221219/e5ea1228-f9b4-4e54-9e05-43fbee6f2ed9-1KB.html,公开招标
ah-huainan-e718fbb2-d467-4af9-8611-d4fce104b1bb-1KB,市级,工程建设,建筑工程,淮南市洞山宾馆改扩建项目（三期）,26000000.0,22647995.27,0.0,,56,2023-05-18,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230518/e718fbb2-d467-4af9-8611-d4fce104b1bb-1KB.html,公开招标
ah-huainan-e797236d-bf14-41fa-8f81-e4e8f2f5e914,寿县,工程建设,,寿县方圩家园小区三网、智能化工程,1386072.33,1279280.8,-6.6,-7.8,49,2021-09-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20210927/e797236d-bf14-41fa-8f81-e4e8f2f5e914.html,公开招标
ah-huainan-eb0b6984-238a-40f4-82e8-0efac7b62529,寿县,工程建设,建筑工程,寿县双庙集镇扶贫车间（小微园）建设项目,6850501.63,5853306.63,4.5,9.0,432,2021-09-23,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/eb0b6984-238a-40f4-82e8-0efac7b62529.html,公开招标
ah-huainan-ef796261-d716-4fa2-a889-1534937e3dea-1KB,市级,工程建设,市政公用工程,八公山体育公园项目,4904000.0,4168397.87,,,156,2023-06-13,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230613/ef796261-d716-4fa2-a889-1534937e3dea-1KB.html,公开招标
ah-huainan-ef94c461-1c6b-4f56-ae4e-95212ee9d9c0-1KB,寿县,工程建设,建筑工程,小甸镇（邵店）乡村振兴产业基地项目,9348136.8,8488108.21,0.45,0.95,184,2023-03-20,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230320/ef94c461-1c6b-4f56-ae4e-95212ee9d9c0-1KB.html,公开招标
ah-huainan-f231956d-3cbf-4661-ad13-2f96c458eefc-1KB,,工程建设,建筑工程,淮南市潘集区建筑制造产业园及淮南潘集经济开发区（北区）基础设施提升工程EPC总承包项目,391838700.0,380368539.0,,,15,2022-12-19,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221219/f231956d-3cbf-4661-ad13-2f96c458eefc-1KB.html,公开招标
ah-huainan-f2b8426d-3028-4278-b395-2c4f9822049a-1KB,市级,工程建设,设计-采购-施工,淮南市大通区朱家大山综合治理项目设计-采购-施工(EPC)总承包,155589500.0,134118149.0,,,27,2022-12-01,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221201/f2b8426d-3028-4278-b395-2c4f9822049a-1KB.html,公开招标
ah-huainan-f432d3b4-133e-44f2-b339-9ce82ced0689-1KB,,工程建设,建筑工程,瓦埠镇铁佛村标准化厂房建设,10045411.63,9265887.7,0.6,0.95,180,2023-06-28,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230628/f432d3b4-133e-44f2-b339-9ce82ced0689-1KB.html,
ah-huainan-f507b2fa-cf87-4722-b2de-8f56347ad491-1KB,,工程建设,建筑工程,毛集实验区焦岗湖冰雪农旅综合体（万年冰窟）主体工程项目总承包（EPC）,34813500.0,34464900.0,0.0,,19,2023-03-15,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230315/f507b2fa-cf87-4722-b2de-8f56347ad491-1KB.html,公开招标
ah-huainan-f76019f6-ec98-4a93-9f23-477c075d5f69,寿县,工程建设,建筑工程,寿县茶庵镇多村联建产业基地项目,4908301.56,4230955.94,0.45,0.9,262,2021-09-15,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/f76019f6-ec98-4a93-9f23-477c075d5f69.html,公开招标
ah-huainan-f770b371-5886-4960-b0d7-2c8df2edb896-1KB,,工程建设,建筑工程,枸杞初中、迎河小学教育强国推进工程第一标段,2100000.0,1905073.65,0.45,0.94,183,2023-06-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230627/f770b371-5886-4960-b0d7-2c8df2edb896-1KB.html,
ah-huainan-f7d65389-e3e9-4b5f-a366-be866d45b4fb-1KB,寿县,工程建设,公路工程,陶店回族乡农村公路提质改造等建设项目第三标段,933872.27,815229.73,-15.0,-10.4,266,2023-04-20,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230420/f7d65389-e3e9-4b5f-a366-be866d45b4fb-1KB.html,公开招标
ah-huainan-f7ffb563-9f3a-4191-b0bd-030f67e23c60-1KB,寿县,工程建设,建筑工程,众兴、隐贤、安丰、保义、堰口、陶店、窑口、寿春、八公等9乡镇2023年校舍维修改造项目第二标段,3602285.12,3286238.49,0.55,0.97,178,2023-06-15,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230615/f7ffb563-9f3a-4191-b0bd-030f67e23c60-1KB.html,公开招标
ah-huainan-f8a0ec55-4e44-4641-9de6-70df90a10896-1KB,寿县,工程建设,建筑工程,寿县鹏源科技项目工程施工,74832763.13,67349486.82,,,33,2023-05-25,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230525/f8a0ec55-4e44-4641-9de6-70df90a10896-1KB.html,公开招标
ah-huainan-f92bc734-3aa4-4089-a632-d6b4b4e6b418-1KB,寿县,工程建设,公路工程,寿县2023年农村公路养护工程项目第三标段,6528848.61,6022079.38,0.6,0.96,148,2023-03-28,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230328/f92bc734-3aa4-4089-a632-d6b4b4e6b418-1KB.html,公开招标
ah-huainan-fadef9f3-7724-45ba-820b-8b39542b2f77-1KB,市级,工程建设,建筑工程,淮南市奥林匹克公园主体育场提升工程施工,50000000.0,40944431.21,,,34,2022-11-01,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221101/fadef9f3-7724-45ba-820b-8b39542b2f77-1KB.html,公开招标
ah-huainan-fb82f37f-77cf-4a7f-ab89-ef7a1eb0de35-1KB,,工程建设,建筑工程,平圩镇标准化厂房项目,7370300.0,6437774.2,,,147,2023-07-11,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20230711/fb82f37f-77cf-4a7f-ab89-ef7a1eb0de35-1KB.html,
ah-huainan-fba515b7-ec76-4ccf-aff3-26a0710c170e,寿县,工程建设,建筑工程,寿县大顺镇多村（街）联建家禽养殖基地项目,5466874.67,5126288.38,0.45,0.98,385,2021-09-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20211104/fba515b7-ec76-4ccf-aff3-26a0710c170e.html,公开招标
ah-huainan-fc1651ae-2fee-4fae-a3df-889696162ec4-1KB,,工程建设,建筑工程,2022年度美丽乡村省级中心村杨公镇汤王中心村建设及周边行政村土地大托管项目,4500000.0,4410000.0,,,7,2022-12-27,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012001/20221227/fc1651ae-2fee-4fae-a3df-889696162ec4-1KB.html,公开招标
ah-huainan-fcf6e661-8eb7-499d-b59a-ca16deca3f5c-1KB,寿县,工程建设,公路工程,寿县2023年农村公路养护工程项目第二标段,8391697.42,7773564.99,0.6,0.96,147,2023-03-28,http://jy.ggj.huainan.gov.cn/jyxx/012001/012001012/012001012002/20230328/fcf6e661-8eb7-499d-b59a-ca16deca3f5c-1KB.html,公开招标
